Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,pred_1,pred_2,pred_3
"In a synchronous stream cipher , the sender and receiver must be exactly in step for decryption to be successful .",5,"When we send secret messages, we send them together.","For a secret code, both people must send and receive messages at the same time.","For a certain type of code, the person sending the message and the person receiving the message must send and receive at the same time.",2,3,3
"After this , the digesta is moved to the true stomach , the abomasum .",5,Food then goes into the cow's big tummy.,"Then, the food goes to the animal's real stomach.","Then, food goes to the real stomach in cows.",3,3,3
"In some organisms , especially vertebrates , the various Hox genes are situated very close to one another on the chromosome in groups or clusters .",5,Some animals have similar genes.,Some important genes are found together in the DNA of animals like humans.,"In animals with backbones, the important Hox genes are grouped together on their chromosomes.Original sentence:B1 level language learners can read straightforward factual texts on subjects related to their field of interest with a satisfactory level of comprehension. Simplified sentence:You can understand simple texts about things you're interested in.",3,3,5
"They also appear in various folklore , remedies , and traditional usages around the world .",5,People use them in stories and medicine.,Many people think these objects have special powers and they use them in many countries.,"You can find them in many old stories, medicines, and customs from different countries.",2,3,3
"At room temperature , ethane is a flammable gas .",5,Ethane is a gas that burns easily.,Ethane is a gas that catches fire at normal temperatures.,Ethane is a gas that can catch fire at normal temperatures.,3,3,3
It has been estimated that most mammalian species have between ten and fifteen types of toll - like receptors .,5,Some animals have special helpers.,Most mammals have a few kinds of receptors.,Most mammals have around ten to fifteen special receptors.,2,3,3
Polyhedra may be classified and are often named according to the number of faces .,5,Some 3D objects are flat on one side. We call these special shapes.,We call shapes with many sides polyhedra.,Some three-dimensional shapes have many sides.,3,4,3
"Most ants are univoltine , producing a new generation each year .",5,Ants have babies every year.,Ants usually have one generation per year.,Most ants have only one generation a year.,2,3,3
"In law , affinity may be relevant in relation to prohibitions on incestuous sexual relations and in relation to whether particular couples are prohibited from marrying .",5,Some people can't marry their relatives.,Family relationships can affect marriage and sex.,"In law, being related to someone can affect whether you can marry them or have sex with them.",2,3,3
"The line formation provided the best frontage for volley fire , while sacrificing maneuverability and defence against cavalry .",5,"Waiting in line helped me shoot arrows, but I couldn't move around easily and had to watch out for horses.","Standing in line was good for shooting, but not for moving or fighting horses.","Standing in lines made it easy to shoot at the enemy, but it was not good for moving around or defending against horsemen.",3,3,3
"Some mathematical notations are mostly diagrammatic , and so are almost entirely script independent .",5,Some maths symbols are the same all over the world.,Some math symbols are pictures.,Some maths symbols are pictures rather than letters. They work in any language.,3,2,3
Mammalian stem cells differentiate into several kinds of blood cell within the bone marrow .,5,Our bodies have special cells that become different kinds of blood cells.,Our bodies use special cells to make different kinds of blood cells.,Stem cells in our bones grow into different types of blood cells.,3,3,3
"Bullfrogs are voracious , opportunistic , ambush predators that prey on any small animal they can overpower and stuff down their throats .",5,Big frogs eat small animals like insects and mice.,"Big frogs eat little animals like insects, fish, and birds. They catch them fast and swallow them.",Large frogs eat small animals that they catch quickly.,2,3,3
"By the 6th millennium BC , there may have been a prehistoric religion or cult .",5,"Long ago, people believed in magic things.",People used to believe in a god or gods.,"Around 6000 BC, people may have had a religion or a special group that believed in the same things.",2,2,3
Hydrography 's origin lies in the making of chart like drawings and notations made by individual mariners .,5,People who sailed long ago made maps and wrote notes about the sea.,People have been studying the sea for a long time.,"Long ago, sailors drew maps to help others find their way at sea.",3,2,3
"The collective noun for a group of quail is a flock , covey or bevy .",5,Many quails are called a bunch.,Quails live in groups.,Quails are often called a group or a flock. You can also call them a covey or a bevy.,3,2,4
"Like other true members of the family , its surface is made up of silicates and some nickel -iron , and is quite bright .",5,It has a shiny rocky surface.,This planet is covered in hard rocks and iron. It shines brightly.,Its surface is made up of shiny silicate and iron materials.,3,3,4
Seven main rivers and innumerable watercourses form a network of channels at this estuarine delta .,5,Rivers meet and join each other.,Many rivers flow into the sea here.,Many rivers meet here and create a big network of waterways.,2,2,3
"If between 10 and 60 nucleotides are repeated , it is called a minisatellite .",5,Repeating DNA sequences are called minisatellites.,"If a short DNA pattern is repeated many times, it 's called a minisatellite.","If a group of DNA units is repeated many times, we call it a minisatellite.",5,4,4
"Male convicts got paid for being servants or farm workers to free settlers , or in work groups on public works .",5,Prisoners worked for free settlers or helped their community and got money.,People who broke the law had to work hard jobs.,"Men who broke the law were paid to work as servants or on farms, or to build roads.",3,2,3
"Liquid nitrogen has a variety of uses , as it is easy to transport , and compact .",5,Liquid nitrogen is useful because it is light.,You can easily move liquid nitrogen because it is small.,You can use liquid nitrogen because it is light and easy to move.,3,3,3
Muons are unstable elementary particles and are heavier than electrons and neutrinos but lighter than all other particles .,5,Muons are small things that weigh more than some other tiny things but less than most.,Muons are tiny particles that disappear quickly. They are heavier than some other particles but lighter than some too.,Muons are tiny particles that don’t last long and are heavier than electrons but lighter than other particles.,3,4,4
"Since privatization , the structure of the rail industry and number of companies has changed several times as franchises have been re-let and the areas covered by franchises restructured .",5,Some train companies had many new owners.,Trains used to be owned by the government but now they are owned by private companies and things have changed.,"After trains were sold to private companies, the way the train industry was organised changed many times.",2,3,3
Synchrotron light is very collimated .,5,Light goes straight from a big machine.,Synchrotron light is very strong and concentrated.,Synchrotron light travels in a straight line. Here is the original sentence:,2,4,4
Undulators can provide hundreds of time more magnetic flux than a simple bending magnet and as such are in high demand at synchrotron radiation facilities .,5,Some machines make strong magnets. Scientists use these machines.,Some machines called undulators make a strong magnetic force. These machines are used at big research centres.,"Special magnets called undulators produce a lot of magnetic energy, which is why they are needed at certain research centres.",3,4,4
"Each time a cell undergoes mitosis , the telomeres on the ends of each chromosome shorten slightly .",5,"When a cell divides, its DNA becomes a little shorter.","When a cell divides, the DNA gets a little shorter.","When a cell divides, the parts at the ends of its DNA get a bit shorter.",3,3,3
"All tracheary elements develop a thick lignified cell wall , and at maturity the protoplast has broken down and disappeared .",5,"When trees get older, their tubes stop working.","When tree cells grow, they become hard and fall off.","When tree cells grow, they become strong and hard. Eventually, the soft part inside the cell dies.",2,3,3
"In the Japanese cuisine , chefs often use shellfish and their roe in different dishes .",5,Japanese chefs like using fish and eggs in their cooking.,Chefs in Japan often use seafood in their cooking.,Japanese chefs often use shellfish and their eggs in cooking.,3,3,3
All species of yew contain highly poisonous alkaloids known as taxanes .,5,Some yew trees are poisonous.,Yew plants are very poisonous because they have a bad chemical inside them.,Yew plants are very poisonous because they have bad chemicals inside them.,3,3,3
He eventually had to relinquish painting because failing eyesight meant that he could not achieve the quality that he wanted .,5,He stopped painting because his eyes were bad.,He stopped painting because he couldn’t see well enough.,He gave up painting because his eyesight got worse and he couldn't paint well anymore.,2,2,3
The shell of the abalone is exceptionally strong and is made of microscopic calcium carbonate tiles stacked like bricks .,5,Abalone shells are hard because they are strong.,An abalone ' s shell is very strong because it has lots of small tiles that fit together tightly.,Abalone shells are very strong because they are made of many small tiles of calcium carbonate.,3,4,4
"As an example , the conversion of a diamond into graphite is a spontaneous process at room temperature and pressure .",5,Diamonds can turn into graphite if they get hot or pressurized.,Diamonds can change into graphite if they are left alone at normal temperatures and pressures.,Diamonds can turn into graphite at normal temperatures and pressures.,4,4,4
Constable painted many full-scale preliminary sketches of his landscapes to test the composition in advance of finished pictures .,5,Constable drew big pictures before he painted.,Constable made small pictures before he painted the big one.,Constable made detailed drawings of his landscapes before he painted them.,3,3,3
One legend says that the ship was doomed because priests were not allowed to board it in the customary manner .,5,Some people thought the ship was unlucky because priests didn't say a prayer before it left.,Many people believed the ship was unlucky because priests didn't board it normally.,Some people believe the ship was unlucky because priests weren’t allowed on board properly.,3,3,3
Chlorine dioxide is used to bleach wood pulp to make paper .,5,We use chlorine dioxide to make white paper from wood.,Chlorine dioxide helps turn wood into white paper.,Chlorine dioxide is used to whiten wood pulp so we can make paper.,4,4,4
Classical ciphers are typically susceptible to known- plaintext attack .,5,Old codes are not secure because we know what they say.,"If you know what a secret message means, you can break its code easily.",Many old secret codes can be easily broken if you know what the message says.,3,3,3
The crossing over of optic nerve fibres at the optic chiasm allows the visual cortex to receive the same hemispheric visual field from both eyes .,5,Light helps us see.,"When light enters our eyes, our brain gets the message.","When light comes into our eyes, the nerves cross over in the middle of the brain and send the same picture to both sides.",1,3,3
Carbohydrates are a food source rich in energy .,5,Food gives us energy.,Food with carbohydrates gives us energy.,Carbohydrates give us a lot of energy when we eat them.,1,5,4
Widespread private concerns have led to a number of folklore sayings and popular culture reflections related to penis size .,5,Some men worry about their penis and often make jokes about it.,You can read texts on things you like with some understanding.,Many people worry about how big their penis is. This has led to some funny sayings and jokes.,3,2,3
"The area of study for pollen and spores , including fossils , is called palynology .",5,We study old plant dust.,Palynology is the study of pollen and seeds.,"Palynology is the study of pollen, spores and old plant fossils.",2,4,5
Tardigrades are able to live in environments that would kill most animals .,5,These little animals can survive in hard conditions.,These small animals can live in very bad weather.,These tiny animals can survive in very harsh conditions.,2,2,3
"DBS for treatment resistant depression can be as effective as antidepressants , but side effects and complications need to be watched .",5,"If normal medicine doesn't work, there's another one that might help. But be careful of the side effects.","DBS can help some people with depression, but it can also cause problems.","Some people get a special treatment called DBS for depression that doesn't go away. This treatment can be as good as taking medicine, but doctors need to watch out for problems.",3,3,3
Mab is heavily perturbed .,5,He is unhappy.,Gravity pulls hard on Mab.,Mab is very upset.,1,3,1
"Mab is heavily perturbed , meaning its movement is not only caused by the gravity of another large thing .",5,Other planets affect Pluto.,"Something else is making Mab move, not just gravity.",Pluto's orbit is not stable and moves because of other big objects in space.,3,3,4
The statement that is being tested against the null hypothesis is the alternative hypothesis .,5,We think this might be true when we test a theory.,"When we test a theory, we compare it with what we already know.","When we test a hypothesis, we want to know if our idea is correct.",3,3,3
"The site consists of six concentric oval rings of postholes , the outermost being about 43 by wide .",5,There are six big circles on the site. The biggest one is very wide.,There are six round areas at the site. Each area has some holes in the ground. The biggest one is 43 metres wide.,There are six circles made of wooden posts at the site. The biggest circle is about 43 metres wide.,2,3,3
The primary flight controls are intrinsically safe .,5,"Don't worry, the plane is safe.",You can safely control a plane using its main controls.,These controls are safe because they don't have any electricity in them.,1,3,3
"Many authors have indicated an integral link between a person 's will to live , personality , and the functions of the prefrontal cortex .",5,Our brain controls how we feel and what we do.,Research shows that how we think and feel is connected to our brains.,"Some people think that our desire to live, our personality, and the way we think are connected in our brains.",2,3,3
X-rays and UV radiation that is released by solar flares can affect Earth 's ionosphere .,5,Sun flares can hurt the Earth.,Sunspots can affect our weather.,Solar flares can damage the upper part of our atmosphere. Rewrite the following sentence in a way that is suitable for B1 CEFR level language learners:,3,2,4
"Supernovae are the most dramatic type of cataclysmic variable , being some of the most energetic events in the universe .",5,Stars can explode in space.,Stars sometimes explode very loudly in space.,Supernovae are huge explosions in space that release a lot of energy.,3,3,3
"The bank 's case , and failure amidst a political scandal is widely cited today in the Indian banking sector .",5,Everyone talks about the bank's problems because they were very bad.,There was a big bank problem in India. It happened because of bad management.,This bank failed many years ago because of a scandal.,2,2,3
A low normal to low absolute lymphocyte concentration is associated with increased rates of infection after surgery or trauma .,5,"If you have few white blood cells, you might get sick quickly if you have an accident or operation.",People with few white blood cells get sick easily after an operation or an injury.,"If you have few white blood cells, you are more likely to get an infection after an injury or operation.",3,3,3
A nail is homologous to a claw but is flatter and has a curved edge instead of a point .,5,"It is like a claw, but flat and curved.","A nail is like a claw, but it 's flat and pointed.",Human nails are similar to animal claws but they are flat and have a curve at the edge. Here is the original complex sentence that needs to be rewritten for B1 CEFR level language learners:,3,3,4
"In Greek mythology , many men and women were given eternal life by being resurrected from the dead .",5,Some people came back to life in old Greek stories.,"In ancient Greek stories, some people came back to life and never died.","In Greek stories, some people were brought back to life and lived forever.",2,3,3
A transport version of the Stormer with a flat load bed is used to carry the Shielder minelaying system .,5,Some machines lay mines.,There's a special vehicle called a Stormer that lays mines.,There's a truck version of the Stormer vehicle which carries a machine that lays mines.,3,3,3
A rational fraction is an algebraic fraction where the top and the bottom are polynomials .,5,"When we divide, we get a fraction. The top number is called the numerator and the bottom number is called the denominator.",An algebraic fraction is a special kind of fraction that uses numbers and letters.,"When you divide two mathematical expressions, the result is called a rational fraction.",4,4,4
Distinguishing features of this earless seal include square fore flippers and thick bristles on its muzzle .,5,This seal has big flippers and a lot of whiskers.,This type of seal has short arms and a thick beard.,This earless seal has square front flippers and thick hair on its face.,4,3,4
"As the Mesozoic progressed , the Protosuchia gave rise to more typically crocodile - like forms .",5,"Long ago, crocodiles changed into the ones we see today.","Over time, the early crocodiles changed. They became like modern crocodiles.","Over time, the early crocodiles became more like modern crocodiles.",3,3,3
"Primate nails consist of the unguis alone , as the subunguis has disappeared .",5,Monkey nails are different from our nails.,Monkeys and apes have nails instead of claws.,Monkeys don't have a small nail under their big nail.,2,3,3
"The neognaths have fused metacarpals , an elongate third finger , and 13 or fewer vertebrae .",5,Some birds have special claws.,Birds have three fingers and no backbone.,Some modern birds have special bones in their hands and a short tail. They also have fewer back bones than some other birds.,2,2,3
Red junglefowl regularly bathe in dust to keep just the right balance in their plumage .,5,Red junglefowl birds clean themselves with dust.,Red junglefowls like to take baths to stay clean.,Red junglefowls often take dust baths to keep clean.,3,3,3
"Cephalocaridans are found from the intertidal zone down to a depth of 1500 metres , in all kinds of sediments .",5,There are small animals in the sand and mud at the bottom of the sea.,Some sea creatures live on the sea floor.,"Some small animals called cephalocaridans live in oceans, between the beach and 1500 metres deep.",3,3,5
"African wildcats are generally crepuscular , hunting at dawn and dusk .",5,Wild cats in Africa hunt in the dark.,Wild cats in Africa hunt at night or early in the morning.,Wild cats in Africa are most active during the early morning and evening.,2,2,2
"Plaintext is used as input to an encryption algorithm ; the output is usually termed ciphertext , particularly when the algorithm is a cipher .",5,"When you encrypt a message, it becomes a secret code. We can make it normal again.","First, write your message normally. Next, use a secret code to hide it.",Plaintext is the text we send to a computer programme to encrypt. The encrypted text is called ciphertext.,3,3,5
A select few languages use voiceless nasal consonants .,5,Some languages use the nose when people speak.,Some languages are spoken with the nose .,Some languages use sounds that you make with your nose but not your tongue.,2,3,3
"Imps are often described as mischievous more than seriously threatening , and as lesser beings rather than more important supernatural beings .",6,"People think imps are bad, not frightening. They are not as important as other fairies.","Imps are often seen as a problem, not a danger. They are less important than other magical beings.","Imps are often thought of as mischievous rather than frightening, and they are not as strong as other magical beings.",3,3,4
Surgical removal of the adenoid is a procedure called adenoidectomy .,6,You can have your adenoids taken out by a doctor.,"If you have your adenoids removed, this is called an operation.",You can have your adenoids taken out in an operation.,4,4,4
Temporary abdominal closure techniques are most commonly used in cases of abdominal compartment syndrome in which decompressive laparotomy is necessary to reduce intra abdominal pressure to restore system perfusion .,6,"If you have a tummy ache, a doctor may put a band-aid on your tummy to help you feel better.","If your tummy hurts badly, doctors may cover the wound to help you feel better.","If someone's tummy is very swollen, doctors may use a special method to close the cut until the swelling goes down.",3,3,4
Americium -Aluminum alloys are formed by the melting of americium dioxide with aluminum and a fluxing agent .,6,You make a special metal by mixing americium with other metals.,Americium is mixed with aluminum to make a special metal.,Americium-aluminum alloys are made by melting americium with aluminum and another substance that helps.,4,4,5
Three major pathways are involved in abnormal proliferation and contraction of the smooth-muscle cells of the pulmonary artery in patients with pulmonary arterial hypertension .,6,Some people have trouble with their lungs because of high blood pressure.,Blood vessels in people with lung problems become too narrow for three main reasons.,"In people with this disease, three main things happen to the blood vessels in the lungs. They become too thick and narrow.",3,3,3
Gum arabic is a complex mixture of glycoproteins and polysaccharides predominantly consisting of arabinose and galactose .,6,Gum arabic comes from sugar cane.,Gum arabic is made up of sugars.,Gum arabic is made from sugar and protein.,3,3,3
The first step involves light opening the ring of 7 - dehydrocholesterol to form pre vitamin D3 .,6,Vitamin D comes from a chemical in our skin.,"First, we change 7-dehydrocholesterol to get pre-vitamin D3.","First, the body changes a chemical into pre-vitamin D3.",3,5,3
An algorithm for finding the smallest superpermutation for 6 or more symbols is as of yet unsolved .,6,It's difficult to find short words with six or more letters.,We don't know how to make a short combination of symbols with 6 or more symbols.,We don't know how to find the shortest version of all possible orders of six or more things.,3,3,3
Another bee-inspired stigmergic computational technique called bee colony optimization is employed in Internet Server Optimization .,6,Bees can help us.,Bees help us plant flowers.,Some computer experts use a method inspired by bees to make computers work better.,1,2,3
NK cells are cytotoxic ; small granules in their cytoplasm contain proteins such as perforin and proteases known as granzymes .,6,Our body has special cells that fight against bad cells.,Special cells in our body help fight off infections.,Special white blood cells called NK cells can kill infected cells.,2,3,3
Cyberpunk and postcyberpunk authors have been interested by the idea of the breakdown of the government .,6,Some writers think about a world with lots of technology. They wonder what would happen if the government disappeared.,Some authors imagine a world where computers rule and there is no government.,Some writers who write about science fiction like to think about what happens when governments fail.,3,3,3
"As of 2008 , the best published cryptanalysis on the Twofish block cipher is a truncated differential cryptanalysis of the full 16 - round version .",6,"In 2008, we broke the Twofish code using a special way.",People broke the Twofish code in 2008.,"In 2008 , the best way to crack the Twofish code was to use a special method on the whole thing. [ / quote ]",2,2,3
Welded tuff is a pyroclastic flow of lava which was hot enough to weld together .,6,You can find rocks where there used to be lava.,Welded tuff is a type of rock that forms when lava cools down.,You can read straightforward factual texts on your subject with a good understanding. Rewrite the following complex sentence in order to make it easier to understand by B1 CEFR level language learners.,3,4,4
"The symptoms of CJD are caused by the progressive death of the brain 's nerve cells , which is associated with the build - up of abnormal prion protein molecules forming amyloids .",6,Bad proteins hurt the brain in CJD.,"In CJD, the brain's cells die and get mixed up.","In CJD, the brain cells die and become damaged, causing the disease's symptoms.",3,3,3
"With approximately 25 phonemes , the German consonant system has an average number of consonants in comparison with other languages .",6,German has many different consonant sounds.,German has many different consonant sounds.,German has about 25 different sounds when people speak it.,3,3,2
Serum is an important part of the self-renewal of embryonic stem cells when combined with the cytokine leukemia inhibitory factor .,6,Serum helps our body's cells grow.,Serum helps some cells grow when we mix it with another chemical.,"Embryonic stem cells grow better when they have serum and another substance. Original: The development of the English language was influenced by many different languages, including Latin, Greek, and various Germanic dialects. Simplified: The English language was influenced by Latin, Greek and old German languages. Original: The atmosphere in the room changed dramatically after the news was announced. Simplified: The mood in the room changed after the news was announced. Original: The company's financial situation improved significantly after the new management team took over. Simplified: The company's finances got better after the new managers came in. Original: The new policy has been met with widespread criticism from various quarters. Simplified: Many people are unhappy with the new policy. Original: The new restaurant has received excellent reviews from food critics and customers alike. Simplified: People like the new restaurant because the food is good. Original: The city's infrastructure is in dire need of renovation. Simplified: The city's roads and buildings need to be repaired. Original: The new law has been widely praised by human rights activists and civil liberties groups. Simplified: Many people think the new law is a good thing. Original: The company's stock price plummeted after the announcement of the merger. Simplified",3,3,4
He is known from two inscriptions in hieroglyphics .,6,He is written about twice in old Egyptian books.,We know him from two ancient Egyptian writings.,There are two old writings from Egypt that talk about him.,2,3,3
Entropy is simply a quantitative measure of what the second law of thermodynamics describes : the spreading of energy until it is evenly spread .,6,Entropy measures how much energy is spread out.,Entropy measures how much energy is wasted.,Entropy is a way to measure how energy becomes spread out evenly.,3,3,4
"Shiprock is composed of fractured volcanic breccia and black dikes of igneous rock called minette , or lamprophyre .",6,Shiprock is made of broken rocks and black stone.,"The original sentence is ""Shiprock is made of broken volcanic rocks and dark rock."" There is no complex vocabulary or structure in this sentence.",Shiprock is a pile of broken volcanic rocks.,3,4,4
Massive hydrographical studies are usually undertaken by national or international organizations that sponsor data collection through surveys and publication of charts and descriptive materials for navigational purposes .,6,We collect information about rivers and lakes to help people when they travel.,Doctors who specialise in mental health can give medicine.,Big organisations study rivers and lakes. They gather information and make maps to help people navigate.,3,3,3
The glans penis is the expanded cap of the corpus spongiosum .,6,There's a round part at the top of the penis called the head.,"At the top of the penis, there is a small round bit.",At the tip of the penis there is a rounded bit.,3,3,4
Zinc chloride irritates skin and the respiratory tract .,6,"Don't touch zinc chloride, it's bad for you.",Zinc chloride can hurt your skin and lungs.,Zinc chloride can irritate your skin and make it hard to breathe.,3,4,4
Species in the Araceae are often rhizomatous or tuberous and are often found to contain calcium oxalate crystals or raphides .,6,Some plants have sharp parts inside their roots.,Some plants have sharp points under the ground.,Some plants in the Araceae family have thick roots and sharp crystals that keep insects away.,3,3,4
"The symptom may be helped by taking antacids , such as calcium carbonate and sodium bicarbonate .",6,Take medicine to feel better.,You can take some medicine to stop heartburn.,You can take medicines like calcium carbonate and sodium bicarbonate to feel better.,2,3,5
"Constructing a cipher or hash to exhibit a substantial avalanche effect is one of the primary design objectives , and mathematically the construction takes advantage of the butterfly effect .",6,Use a different password.,"When we make secret codes, small changes can cause big problems. This is because of a rule in maths called the butterfly effect.","When we create a secret code, we want small changes to have big effects. This makes the code strong.",2,3,3
"In organisms that use chromosomal crossover to exchange DNA and recombine genes , errors in alignment during meiosis can also cause mutations .",6,"During cell division, sometimes the genes get mixed up.","Cells sometimes make mistakes when they divide, which can change our genes.","When animals or plants have babies, mistakes can happen in their DNA, which can cause problems.",3,3,3
The kinetoplastids were first defined by Bronislaw M. Honigberg in 1963 as the members of the flagellated protozoans .,6,They found tiny animals in 1963.,"In 1963, a scientist named Bronislaw Honigberg said that kinetoplastids are tiny living organisms with tails that move quickly.","In 1963, a scientist found a new type of small living thing that moves with a tail.",2,5,3
"In organic synthesis , an important dyotropic reaction is the conversion of 4 - substituted - gamma-lactones to butyrolactones .",6,Some chemicals turn into other chemicals when they react.,Chemists change some chemicals into new ones.,"There is a type of chemical reaction that changes some chemicals into new ones. This reaction changes one type of chemical into another type. Rewrite the following complex sentence in order to make it easier to understand by B1 CEFR level language learners: Complex:Research has shown that the role of the brain's prefrontal cortex in emotion regulation has been subject to a wide range of interpretations and that different researchers have proposed different models of emotional processing and regulation . Simple:Scientists have found out that our brains play a big part in controlling our emotions . Different people have different ideas about how this works . Rewrite the following complex sentence in order to make it easier to understand by B1 CEFR level language learners: Complex:According to the data from the survey , 70 % of the respondents reported that they had experienced at least one type of harassment at work , and 45 % said that they had experienced repeated harassment over a period of time . Simple:Most workers in the survey said they had been harassed at work . Many of them said this happened many times . Rewrite the following complex sentence in order to make it easier to understand by B1 CEFR level language learners: Complex:Although the majority of participants agreed that the new policy was necessary , there were also some participants who expressed concerns",3,3,4
"Within the modern synthesis of the early 20th century , macroevolution is thought of as the compounded effects of microevolution .",6,Scientists think that living things change slowly.,Scientists thought that big things happened because of many small things happening slowly.,Scientists used to think that big changes in animals happened because of lots of small changes.,2,3,3
It follows from the second law of thermodynamics that the entropy of a system that is not isolated may decrease .,6,"If we connect things to the outside world, they get dirty.",This means that the disorder of a system can sometimes decrease.,Some systems can get less messy over time.,3,3,3
Most hormones initiate a cellular response by initially binding to either cell membrane associated or intracellular receptors .,6,Some hormones send messages to our bodies.,Our body has chemicals that send messages to our cells.,Most hormones work by sticking to special proteins on or inside cells. This makes the cells react.,3,3,4
"Different attack models are used for other cryptographic systems , or more generally for all kind of security systems .",6,Other systems try to break the codes too.,Other security systems have different ways to stop hackers.,Some security systems work differently from others.,2,3,3
The nasal septum can depart from the center line of the nose in a condition that is known as a deviated septum caused by trauma .,6,Hit your nose and it might hurt.,"If you have a deviated septum, it means something has made your nose 's middle wall move.","Sometimes, an injury can push the wall between your nostrils out of place.",2,4,3
"Cattle have been domesticated since the neolithic era , but can survive for months or even years with little or no supervision .",6,People keep cows as pets. They can live alone for a long time.,People have kept cows as pets for a very long time. They are not hard to take care of.,"For thousands of years, people have had cows as friends, but they can live for a long time without being taken care of. The following are examples of simplification for C1 CEFR level language learners:",2,3,4
Ophiuroids in general are mostly scavengers or detritivores .,6,Sea stars eat old food.,Starfish eat dead animals and plants.,Sea stars mostly eat dead things they find on the sea bed.,1,2,3
"Blossom died on July 8 , 2011 at the age of 87 of cerebrovascular disease .",6,She was 87 years old when she died in 2011.,"Actress Blossom died on July 8 , 2011 , at 87 years old.","Blossom died from a stroke when she was 87 years old. Please rewrite the complex sentence below in order to make it easier to understand by B1 CEFR level language learners: B1 level language learners can read straightforward factual texts on subjects related to their field of interest with a satisfactory level of comprehension. You can do so by replacing complex words with simpler synonyms (i.e. paraphrasing), deleting unimportant information (i.e. compression), and/or splitting a long complex sentence into several simpler ones. The final simplified sentence needs to be grammatical, fluent, and retain the main ideas of its original counterpart without altering its meaning. The following are examples of simplification for B1 CEFR level language learners: Complex: Psychiatrists can prescribe medications. Simple: Doctors who specialise in mental health can give medicine. Complex: The battle abruptly ended the period of triumphant Roman expansion that followed the end of the Civil Wars forty years earlier. Simple: After forty years of winning battles, the Roman Empire suddenly stopped expanding. Complex: Hollandaise is one of the five mother sauces in French haute cuisine. Simple: Hollandaise sauce is a basic French sauce. You can use it to make other sauces. Complex: Blossom died on July 8, 2011,",1,1,5
A description of any thermodynamic system employs the four laws of thermodynamics that form an axiomatic basis .,6,We need to know four things about heat.,There are four important things to know when we talk about heat and energy.,There are four important rules that help us understand how heat works.,2,3,3
"However , recent research has shown that at least some prokaryotes have microcompartments such as carboxysomes .",6,Some bacteria have friends inside them.,Some tiny living things have tiny bags inside them.,Some bacteria have small containers inside them where they store carbon dioxide.,3,2,4
The serous fluid contains the enzyme amylase which acts in the digestion of carbohydrates .,6,Our body makes a liquid when we eat food.,Our bodies have a special liquid that helps us digest food.,Serous fluid has an enzyme that breaks down carbohydrates.,2,3,6
"Saliva contains the enzyme amylase , which hydrolyses starch into maltose and dextrin .",6,Our mouth makes food smaller.,Saliva has an enzyme that breaks down food into two easy-to-digest sugars.,Saliva contains an enzyme that helps break down carbohydrates.,2,5,5
The nectar of some eucalypts produces high-quality monofloral honey .,6,Some eucalyptus trees make honey.,Some eucalyptus flowers are used to make honey.,Some eucalypt flowers make good honey.,4,4,4
Stratigraphic contour lines may be used to illustrate the surface of a selected stratum illustrating the subsurface topographic trends of the strata .,6,Maps can show hidden things.,You can use a map with lines to see where rocks are under the ground.,These lines on a map show how rocks are layered underground.,2,3,4
Potassium chromate is a carcinogen and strong oxidant .,6,"This chemical is bad for your health. If you touch it or breathe it in, you might get sick.",Potassium chromate is a bad chemical that can hurt you.,Potassium chromate is highly poisonous and can harm your body seriously.,3,4,4
The two testable structural consequences of the cosmological principle are homogeneity and isotropy .,6,Scientists think the whole universe is the same.,This idea says that the universe is the same everywhere and has the same things in it.,The universe is the same everywhere and looks the same in all directions.,2,3,3
Photolysis is part of the light- dependent reactions of photosynthesis .,6,Plants need sunlight to grow. They make oxygen.,Plants need sunlight to grow. They make oxygen when they use water.,Light helps plants grow by breaking down water.,3,3,3
Ammonium nitrate is not hazardous to health and is usually used in fertilizer products .,6,This chemical helps plants grow and is not bad for humans.,Ammonium nitrate is a chemical that helps plants grow.,Ammonium nitrate is safe for people and is used in fertilizers.,3,5,5
Small granules in their cytoplasm contain proteins and enzymes called granzymes .,6,"Inside our bodies, there are tiny things that help us fight viruses.","Inside the cells, there are tiny packages that help the body fight infections.",Some cells in the body have tiny helpers called granzymes that fight off germs.,3,3,4
A Tigrinya syllable may consist of a consonant -vowel or a consonant - vowel - consonant sequence .,6,"In the Tigrinya language, a syllable is one sound or two sounds.","In Tigrinya, a syllable has one sound or two sounds.","In the Tigrinya language, a syllable has one vowel sound or two sounds: a vowel and a consonant.",3,3,4
Pharmacoepidemiology bridges pharmacology and epidemiology and borrows their methodology from both of them .,6,Pharmacoepidemiology is the study of medicines and health. It looks at two things: how medicines help people and why people get sick.,We study how medicines work and what happens when people take them.,Pharmacoepidemiology is the study of how medicines affect people in general.,5,3,5
Dimethylmercury is extremely toxic and dangerous to handle .,6,This chemical is very bad and hard to work with.,This chemical is very dangerous and needs careful handling.,Dimethylmercury is extremely poisonous and can harm you if you touch it.,2,3,4
"Because oxygen is more electronegative than carbon , carbonyl compounds often have resonance structures which affect their reactivity .",6,Oxygen likes electrons better than carbon. Some chemicals behave differently because of this.,Some chemical compounds change shape when oxygen is near them.,"Oxygen likes electrons more than carbon, which makes carbonyl compounds behave differently.",4,3,4
