Domain,Sub-domain,Paragraph,Context,Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,pred_1,pred_2,pred_3
News Articles,Sports,"The slumping U.S. ski star will leave the Beijing Winter Olympics without a medal but is ""optimistic.""","The slumping U.S. ski star will leave the Beijing Winter Olympics without a medal but is ""optimistic.""","The slumping U.S. ski star will leave the Beijing Winter Olympics without a medal but is ""optimistic.""",4,He is an American skier. He is unhappy because he will not win a medal at the Olympics in Beijing. But he still thinks he can do well.,"He is not happy about not getting a medal, but he is still positive.","Although she won't get a medal, the American skier is still hopeful.",2,2,2
Textbooks,Agriculture,"If the price ceiling is set at P’, then the equilibrium quantity is found at the minimum of  quantity demanded and quantity supplied, as in Equation 2.1.",,"If the price ceiling is set at P’, then the equilibrium quantity is found at the minimum of  quantity demanded and quantity supplied, as in Equation 2.1.",5,"If the price is too high, there won't be many people who sell.","If the price is P’, then we sell what people want to buy. We only sell what we have.",We need to find how much people want to buy or sell when the price is P’. (This is shown in Equation 2.1.),2,3,3
Textbooks,Engineering,"The right side shows the result after the attacker has written shellcode to the buffer, and, by overﬂow, has also overwritten the return_address ﬁeld on the stack so that it now points to the shellcode. When the function exits, control will be passed to the code at return_address , that is, to the shellcode rather than to the original caller. The shellcode is here shown below return_address in memory, but it can also be above it",,"The right side shows the result after the attacker has written shellcode to the buffer, and, by overﬂow, has also overwritten the return_address ﬁeld on the stack so that it now points to the shellcode.",5,There is bad code in the computer. The hacker makes the computer use this bad code.,Someone has put bad code into the computer and changed its instructions.,"When an attacker overflows a buffer, they also change the return address on the stack to point to the code that will be executed.",2,2,4
Textbooks,Engineering,"Often the quantum is a number of bytes at least as large as the network MTU; in this case, each subqueue will be permitted to send at least one packet on each round. This is not a requirement, however; often the quantum is small enough that it takes many rounds to accumulate enough of a deﬁcit to send a packet",,"Often the quantum is a number of bytes at least as large as the network MTU; in this case, each subqueue will be permitted to send at least one packet on each round.",5,One person in a line can send one message.,"If a packet is large, the network can only send a small amount of data at a time. It sends one packet at a time.","When sending a lot of data, each part is usually as big as the biggest size allowed by the network.",2,3,3
Textbooks,Engineering,"Link-state routing is an alternative to distance-vector. It is often – though certainly not always – considered to be the routing-update algorithm class of choice for networks that are “sufﬁciently large”, such as those of ISPs. There are two speciﬁc link-state protocols: the IETF’s Open Shortest Path First ( OSPF ,RFC 2328 ), and OSI’s Intermediate Systems to Intermediate Systems ( IS-IS , documented unofﬁcially in RFC 1142 )","Link-state routing is an alternative to distance-vector. It is often – though certainly not always – considered to be the routing-update algorithm class of choice for networks that are “sufﬁciently large”, such as those of ISPs.","There are two speciﬁc link-state protocols: the IETF’s Open Shortest Path First ( OSPF ,RFC 2328 ), and OSI’s Intermediate Systems to Intermediate Systems ( IS-IS , documented unofﬁcially in RFC 1142 )",5,There are two well-known network systems - OSPF and IS-IS.,OSPF and IS-IS are two types of link-state protocols.,There are two main ways to manage networks: OSPF and IS-IS.,3,4,3
Textbooks,Psychology,"Counselling Counselling psychology is a psychology specialty that facilitates personal and interpersonal   functioning across the lifespan with a focus on emotional, social, vocational, educational, health- related, developmental, and organizational concerns. Counselling psychology differs from clinical   psychology in that it is focused more on normal developmental issues and everyday stress rather   than serious mental disorders. Counselling psychologists are employed in a variety of settings,   including universities, schools, businesses, private practice, and community mental health centers",,"Counselling Counselling psychology is a psychology specialty that facilitates personal and interpersonal   functioning across the lifespan with a focus on emotional, social, vocational, educational, health- related, developmental, and organizational concerns.",5,Counselling psychology is used to help people with their problems.,"Counselling psychology helps people with their personal problems, relationships, and work.",Counselling psychology helps people with their personal and work problems.,2,3,3
Wikipedia,Geography,"In the early years of the new millennium, three key technological advances transformed cartography: the removal of Selective Availability in the Global Positioning System (GPS) in May 2000, which improved locational accuracy for consumer-grade GPS receivers to within a few metres; the invention of OpenStreetMap in 2004, a global digital counter-map that allowed anyone to contribute and use new spatial data without complex licensing agreements; and the launch of Google Earth in 2005 as a development of the virtual globe EarthViewer 3D (2004), which revolutionised access to satellite and aerial imagery. These advances brought more accuracy to geographical and location-based data and widened the range of applications for cartography, for example in the development of satnav devices.",,"In the early years of the new millennium, three key technological advances transformed cartography: the removal of Selective Availability in the Global Positioning System (GPS) in May 2000, which improved locational accuracy for consumer-grade GPS receivers to within a few metres; the invention of OpenStreetMap in 2004, a global digital counter-map that allowed anyone to contribute and use new spatial data without complex licensing agreements; and the launch of Google Earth in 2005 as a development of the virtual globe EarthViewer 3D (2004), which revolutionised access to satellite and aerial imagery.",5,Three big changes happened to mapping in the early 2000s.,Three important changes happened in mapping in the early 2000s. One change was better GPS. Another change was OpenStreetMap. A third change was Google Earth.,"In the early 2000s, three important technologies changed how we map places. Firstly, GPS became more accurate. Secondly, a new website called OpenStreetMap was created. Thirdly, Google Earth was launched.",3,3,3
Wikipedia,Geography,"With the emergence of the internet and Web mapping, technologies allow for the creation and distribution of maps by people without proper cartographic training are readily available. This has led to maps that ignore cartographic conventions and are potentially misleading.",,"With the emergence of the internet and Web mapping, technologies allow for the creation and distribution of maps by people without proper cartographic training are readily available.",5,You can now make and share maps on the internet. (no change),We can now make and share maps using the internet and web mapping.,"We now have tools that make it easy to create and share maps, even for those who don't know much about map-making.",2,2,3
Wikipedia,Mathematics,Big O notation: used to describe the limiting behavior of a function when the argument tends towards a particular value or infinity,,Big O notation: used to describe the limiting behavior of a function when the argument tends towards a particular value or infinity,5,Big O notation shows how a function works with many numbers.,"When there's a lot of data, we use Big O notation to see how a function works.",Big O notation shows how fast a function grows when the input size increases.,3,3,3
Wikipedia,Philosophy,"In contrast to those of social democracy and Leninist communism, the central argument of council communism is that democratic workers' councils arising in the factories and municipalities are the natural form of working-class organization and governmental power. This view is opposed to both the reformist and the Leninist communist ideologies, which respectively stress parliamentary and institutional government by applying social reforms on the one hand, and vanguard parties and participative democratic centralism on the other."," In contrast to those of social democracy and Leninist communism, the central argument of council communism is that democratic workers' councils arising in the factories and municipalities are the natural form of working-class organization and governmental power.","This view is opposed to both the reformist and the Leninist communist ideologies, which respectively stress parliamentary and institutional government by applying social reforms on the one hand, and vanguard parties and participative democratic centralism on the other.",5,There are two ways for communists to change things. One way is to use the government. The other way is to have a powerful group that decides what to do.,There are three main communist views. One is that the government should change things a lot. Another is that a few important people should help decide what happens.,There are two kinds of communism. One kind wants to change society through laws and rules. The other kind supports a strong leader and government.,3,3,3
Wikipedia,Philosophy,"From earliest records, monarchs could be directly hereditary, while others were elected from among eligible members. With the Egyptian, Indian, Mesopotamian, Sudanic, reconstructed Proto-Indo-European religion, and others, the monarch held sacral functions directly connected to sacrifice and was sometimes identified with having divine ancestry, possibly establishing a notion of the divine right of kings."," From earliest records, monarchs could be directly hereditary, while others were elected from among eligible members.","With the Egyptian, Indian, Mesopotamian, Sudanic, reconstructed Proto-Indo-European religion, and others, the monarch held sacral functions directly connected to sacrifice and was sometimes identified with having divine ancestry, possibly establishing a notion of the divine right of kings.",5,They thought they were smart because they were close to the gods. They thought this made them good leaders.,"In ancient times, some kings were thought to be gods or connected to them. They were believed to be special people with the right to rule because of their ancestry.","Many old cultures, like Egypt, India, and Mesopotamia, thought their kings were special because they were close to the gods. Some kings even thought they came from gods.",2,3,3
Wikipedia,Philosophy,"Many authors have written about excess deaths under Communist states and mortality rates, such as excess mortality in the Soviet Union under Joseph Stalin. Some authors posit that there is a Communist death toll, whose death estimates vary widely, depending on the definitions of the deaths that are included in them, ranging from lows of 10–20 million to highs over 100 million. The higher estimates have been criticized by several scholars as ideologically motivated and inflated; they are also criticized for being inaccurate due to incomplete data, inflated by counting any excess death, making an unwarranted link to communism, and the grouping and body-counting itself. Higher estimates account for actions that Communist governments committed against civilians, including executions, man-made famines, and deaths that occurred during, or resulted from, imprisonment, and forced deportations and labor. Higher estimates are criticized for being based on sparse and incomplete data when significant errors are inevitable, skewed to higher possible values, and victims of civil wars, the Holodomor and other famines, and war-related events should not be included. Others have argued that, while certain estimates may not be accurate, ""quibbling about numbers is unseemly. What matters is that many, many people were killed by communist regimes.""There is no consensus among genocide scholars and scholars of Communism about whether some or all the events constituted a genocide. There is also no consensus on a common terminology, and the events have been variously referred to as excess mortality or mass deaths; other terms used to define some of such killings include classicide, crimes against humanity, democide, genocide, politicide, holocaust, and repression. Scholars state that most Communist states did not engage in mass killings; some in particular, such as Benjamin Valentino, propose the category of Communist mass killing, alongside colonial, counter-guerrilla, and ethnic mass killing, as a subtype of dispossessive mass killing to distinguish it from coercive mass killing. While some scholars do not consider ideology or regime-type as an important factor that explains mass killings, others, such as John Gray, Daniel Goldhagen, and Richard Pipes consider the ideology of communism to be a significant causative factor in mass killings."," Some authors posit that there is a Communist death toll, whose death estimates vary widely, depending on the definitions of the deaths that are included in them, ranging from lows of 10–20 million to highs over 100 million. The higher estimates have been criticized by several scholars as ideologically motivated and inflated; they are also criticized for being inaccurate due to incomplete data, inflated by counting any excess death, making an unwarranted link to communism, and the grouping and body-counting itself. Higher estimates account for actions that Communist governments committed against civilians, including executions, man-made famines, and deaths that occurred during, or resulted from, imprisonment, and forced deportations and labor.","Higher estimates are criticized for being based on sparse and incomplete data when significant errors are inevitable, skewed to higher possible values, and victims of civil wars, the Holodomor and other famines, and war-related events should not be included.",5,Estimates are not always right. They can be wrong because we don't know everything. Bad things like wars and famine can make them too high.,High estimates are not always correct. They can be wrong if we don't have much information and make a small mistake. We should not use data from times of war and famine.,Death estimates are not always reliable because they are based on incomplete information and may be exaggerated.,3,3,3
Wikipedia,Social Sciences,"Semantic memory is the encyclopedic knowledge that a person possesses. Knowledge like what the Eiffel Tower looks like, or the name of a friend from sixth grade, represent semantic memory. Access of semantic memory ranges from slightly to extremely effortful, depending on a number of variables including but not limited to recency of encoding of the information, number of associations it has to other information, frequency of access, and levels of meaning (how deeply it was processed when it was encoded).","Semantic memory is the encyclopedic knowledge that a person possesses. Knowledge like what the Eiffel Tower looks like, or the name of a friend from sixth grade, represent semantic memory.","Access of semantic memory ranges from slightly to extremely effortful, depending on a number of variables including but not limited to recency of encoding of the information, number of associations it has to other information, frequency of access, and levels of meaning (how deeply it was processed when it was encoded).",5,"If you learn something recently, think about it often, and understand it well, you will remember it better.","How well you remember something depends on three things: how recent it is, how often you use it, and how well you understand it.","How easily you remember something depends on when you learned it, how often you use it, and how well you know it.",3,3,3
Wikipedia,Social Sciences,"A broad historical paradigm in both sociology and anthropology, functionalism addresses the social structure—referred to as ""social organization"" by the classical theorists—with respect to the whole as well as the necessary function of the whole's constituent elements. A common analogy (popularized by Herbert Spencer) is to regard norms and institutions as 'organs' that work towards the proper functioning of the entire 'body' of society. The perspective was implicit in the original sociological positivism of Comte but was theorized in full by Durkheim, again with respect to observable, structural laws.","A broad historical paradigm in both sociology and anthropology, functionalism addresses the social structure—referred to as ""social organization"" by the classical theorists—with respect to the whole as well as the necessary function of the whole's constituent elements. A common analogy (popularized by Herbert Spencer) is to regard norms and institutions as 'organs' that work towards the proper functioning of the entire 'body' of society.","The perspective was implicit in the original sociological positivism of Comte but was theorized in full by Durkheim, again with respect to observable, structural laws.",5,There are many rules in our society that people must follow.,Durkheim said that society has rules and structures that we can see and study.,Durkheim explained how society works through rules that we can see and understand.,2,3,3
Wikipedia,Technology,"Encapsulation prevents external code from being concerned with the internal workings of an object.  This facilitates code refactoring, for example allowing the author of the class to change how objects of that class represent their data internally without changing any external code (as long as ""public"" method calls work the same way).  It also encourages programmers to put all the code that is concerned with a certain set of data in the same class, which organizes it for easy comprehension by other programmers.  Encapsulation is a technique that encourages decoupling.", Encapsulation prevents external code from being concerned with the internal workings of an object.,"This facilitates code refactoring, for example allowing the author of the class to change how objects of that class represent their data internally without changing any external code (as long as ""public"" method calls work the same way).",5,You can change what an object shows without changing how it works.,You can change the way data is stored without changing the rest of the program.,You can make changes to part of a program without affecting other parts.,3,3,3
Wikipedia,Technology,"The cost of high voltage electricity transmission (as opposed to the costs of electric power distribution) is comparatively low, compared to all other costs arising in a consumer's electricity bill. In the UK, transmission costs are about 0.2 p per kWh compared to a delivered domestic price of around 10 p per kWh.Research evaluates the level of capital expenditure in the electric power T&D equipment market will be worth $128.9 bn in 2011."," The cost of high voltage electricity transmission (as opposed to the costs of electric power distribution) is comparatively low, compared to all other costs arising in a consumer's electricity bill.","In the UK, transmission costs are about 0.2 p per kWh compared to a delivered domestic price of around 10 p per kWh.Research evaluates the level of capital expenditure in the electric power T&D equipment market will be worth $128.9 bn in 2011.",5,"In the UK, electricity is cheap. Customers pay about 10p for each unit they use. Building new power lines and equipment will be very expensive, over $128 billion.",Sending electricity through wires in the UK costs 0.2p. Electricity costs 10p per kilowatt hour. Building new power lines and equipment will cost $128.9 billion.,"In the UK, it costs 0.2p to send electricity per kilowatt hour. People pay about 10p per kilowatt hour at home. It will cost $128.9 billion to build new electricity networks in 2011.",3,4,4
Books,Biographies,"Thou art ruining all thy chances,' said the friend sadly, 'and the face thou seest is not worth the sacrifice.'",,"Thou art ruining all thy chances,' said the friend sadly, 'and the face thou seest is not worth the sacrifice.'",5,She said he should not give up his chance for her.,"You were doing something that might hurt your feelings, and your friend was worried about you.","Your friend said sadly, 'Are you really willing to give up everything for the person you like?'",2,2,2
Books,History,"I say it is strange that this should be so, and we in particular have reason for inquiring whether it really is so; because though, as I have said, even as a matter of science the Celt has a claim to be known, and we have an interest in knowing him, yet this interest is wonderfully enhanced if we find him to have actually a part in us.  The question is to be tried by external and by internal evidence; the language and the physical type of our race afford certain data for trying it, and other data are afforded by our literature, genius, and spiritual production generally.  Data of this second kind belong to the province of the literary critic; data of the first kind to the province of the philologist and of the physiologist.","I say it is strange that this should be so, and we in particular have reason for inquiring whether it really is so; because though, as I have said, even as a matter of science the Celt has a claim to be known, and we have an interest in knowing him, yet this interest is wonderfully enhanced if we find him to have actually a part in us.","The question is to be tried by external and by internal evidence; the language and the physical type of our race afford certain data for trying it, and other data are afforded by our literature, genius, and spiritual production generally.",5,We can learn about our history from how people talk and write. Our stories show how smart our ancestors were.,We will try to find the answer by using two kinds of information: what others know and what we know about the person.,We need two kinds of evidence to answer this question: clues from outside and inside the text.,2,3,3
Books,History,"And Ceres, the genius of the ark, is of course found in Ceridwen, ‘the British Ceres, the arkite goddess who initiates us into the deepest mysteries of the arkite superstition.’",,"And Ceres, the genius of the ark, is of course found in Ceridwen, ‘the British Ceres, the arkite goddess who initiates us into the deepest mysteries of the arkite superstition.’",5,There is a connection between Ceres and a British goddess named Ceridwen. She teaches people about old stories.,"We see Ceres in the British goddess Ceridwen, who taught people about old beliefs.","Ceres is also known as Ceridwen, a goddess from ancient Britain.",3,3,3
Books,History,"‘“Found a church then,” said the Saint, “that shall not be too near us” (that is to his own Church of Armagh) “for familiarity, nor too far from us for intercourse.”",,"‘“Found a church then,” said the Saint, “that shall not be too near us” (that is to his own Church of Armagh) “for familiarity, nor too far from us for intercourse.”",5,‘“Find a church near us but not too close to our own.”’,He wanted a church that was not too near or too far from his own church.,“We need to find a church that is close enough for easy communication.”,2,2,2
Books,Novels,"Life became hard for Marius. It was nothing to eat his clothes and his watch. He ate of that terrible, inexpressible thing that is called _de la vache enragé_; that is to say, he endured great hardships and privations. A terrible thing it is, containing days without bread, nights without sleep, evenings without a candle, a hearth without a fire, weeks without work, a future without hope, a coat out at the elbows, an old hat which evokes the laughter of young girls, a door which one finds locked on one at night because one’s rent is not paid, the insolence of the porter and the cook-shop man, the sneers of neighbors, humiliations, dignity trampled on, work of whatever nature accepted, disgusts, bitterness, despondency. Marius learned how all this is eaten, and how such are often the only things which one has to devour. At that moment of his existence when a man needs his pride, because he needs love, he felt that he was jeered at because he was badly dressed, and ridiculous because he was poor. At the age when youth swells the heart with imperial pride, he dropped his eyes more than once on his dilapidated boots, and he knew the unjust shame and the poignant blushes of wretchedness. Admirable and terrible trial from which the feeble emerge base, from which the strong emerge sublime. A crucible into which destiny casts a man, whenever it desires a scoundrel or a demi-god.","At that moment of his existence when a man needs his pride, because he needs love, he felt that he was jeered at because he was badly dressed, and ridiculous because he was poor. At the age when youth swells the heart with imperial pride, he dropped his eyes more than once on his dilapidated boots, and he knew the unjust shame and the poignant blushes of wretchedness. Admirable and terrible trial from which the feeble emerge base, from which the strong emerge sublime.","A crucible into which destiny casts a man, whenever it desires a scoundrel or a demi-god.",5,Bad things can happen to you.,This shows who you really are as a person.,"If someone is meant to be very good or very bad, they are put in a challenging situation.",2,2,3
Policies,Code of Conduct,"Creating a form of record for the purposes of reporting a code of conduct violation is permissible solely for the mentioned purpose, and only when shared with an organizer assigned by Fatima Fellowship to handle such violations",,"Creating a form of record for the purposes of reporting a code of conduct violation is permissible solely for the mentioned purpose, and only when shared with an organizer assigned by Fatima Fellowship to handle such violations",5,Write a report. Tell someone what happened.,You can write a report if you see someone doing something wrong.,Fatima Fellowship can tell someone they trust about any problems with the code of conduct.,1,2,3
Policies,Contracts,"Either party may choose to be excused of any further performance obligations in the event of a disastrous occurrence outside the control of either party that materially affects the performance of Services, such as: an act of God (fires, explosions, earthquakes, hurricane, natural disasters, flooding, storms or infestation), or War, Invasion, Act of Foreign Enemies, Embargo, or other Hostility (whether declared or not), or any hazardous situation created outside the control of either party such as a riot, disorder, nuclear leak or explosion, or act or threat of terrorism.",,"Either party may choose to be excused of any further performance obligations in the event of a disastrous occurrence outside the control of either party that materially affects the performance of Services, such as: an act of God (fires, explosions, earthquakes, hurricane, natural disasters, flooding, storms or infestation), or War, Invasion, Act of Foreign Enemies, Embargo, or other Hostility (whether declared or not), or any hazardous situation created outside the control of either party such as a riot, disorder, nuclear leak or explosion, or act or threat of terrorism.",5,"If something bad happens that isn't our fault, we don't have to keep our promise.","If there's a big problem we can't control, like a fire or a war, we might not finish our agreement. Neither side has to keep their promises if something like this happens.","If there's a big problem outside of our control, we don't have to do our job. For example, a flood, fire, or war.",2,3,3
Policies,Olympic Rules,"Any individual, team or delegation that refuses to compete or participate in Special Olympics Games or activities  based on the ethnic origin, gend er, religion, political affiliation of their fellow Special Olympics athletes in those activities, will be disqualified from participation in the games or event  in question and not eligible for awards or recognition at that event",,"Any individual, team or delegation that refuses to compete or participate in Special Olympics Games or activities  based on the ethnic origin, gend er, religion, political affiliation of their fellow Special Olympics athletes in those activities, will be disqualified from participation in the games or event  in question and not eligible for awards or recognition at that event",5,We can't join a group because of someone's skin colour or opinions.,"Special Olympics does not allow unfair treatment of athletes based on their background. If this happens, they will not be able to join.","You won't be allowed to participate in the Special Olympics Games if you don't like someone because of their background, gender, religion, or politics. You also won't get any prizes.",2,2,3
Legal,Constitutions,"The judicial Power of the United States, shall be vested  in one supreme Court, and in such inferior Courts as the  Congress may from time to time ordain and establish. The  Judges, both of the supreme and inferior Courts, shall hold  their Offi  ces during good Behaviour, and shall at stated  Times, receive for their Services, a Compensation, which  shall not be diminished during their Continuance in Office","The judicial Power of the United States, shall be vested  in one supreme Court, and in such inferior Courts as the  Congress may from time to time ordain and establish.","The  Judges, both of the supreme and inferior Courts, shall hold  their Offi  ces during good Behaviour, and shall at stated  Times, receive for their Services, a Compensation, which  shall not be diminished during their Continuance in Office",5,Judges will keep their jobs if they behave well. They will get paid regularly.,Judges will keep their jobs if they work well. They will get paid on time and their salary won't be reduced.,Judges get paid regularly and keep their jobs forever.,2,3,2
Legal,Judicial Rulings,"With respect to Thomas’ ineffective-assistance claim, the panel determined that the state habeas court was not ob- jectively unreasonable in finding trial counsel not ineffective, explaining that counsel’s failure to probe juror number five’s and juror number six’s oppositions to interracial marriage or procreation likely was a tactical decision. Id., at 450",,"With respect to Thomas’ ineffective-assistance claim, the panel determined that the state habeas court was not ob- jectively unreasonable in finding trial counsel not ineffective, explaining that counsel’s failure to probe juror number five’s and juror number six’s oppositions to interracial marriage or procreation likely was a tactical decision.",5,The judge was pleased with the lawyer's work during the trial.,The judge was happy with the lawyer's work. He thought the lawyer didn't ask some questions because he had a good reason.,The panel agreed with the state court's decision. They thought the lawyer did not act unfairly. The lawyer may have avoided asking some questions about two jurors who did not want to serve with people from other races or those with children.,2,2,4
Research and Innovation,Economics,"Exactly because of our endogeneity concerns about the cities, these three cities are dropped from all analyses, as is Goldsboro, the town where the march ended after the Confederate opposition surrendered. These exclusions do not aﬀect the results",,"Exactly because of our endogeneity concerns about the cities, these three cities are dropped from all analyses, as is Goldsboro, the town where the march ended after the Confederate opposition surrendered.",5,"Some cities are linked together. We did not study them. We also did not study Goldsboro, which is where the march finished.",We ignore three cities because they are connected.,"We removed some cities from our analysis because they might influence each other. We also removed Goldsboro, where the march ended when the Confederates gave up.",3,2,3
Research and Innovation,Economics,"More recently, Khan (2015) showed that the misallocation of resources during the war due to declining geographic mobility and increasing payoﬀs to military technologies was short-lived and did not inhibit the long-term capacity of technological progress",,"More recently, Khan (2015) showed that the misallocation of resources during the war due to declining geographic mobility and increasing payoﬀs to military technologies was short-lived and did not inhibit the long-term capacity of technological progress",5,"Khan (2015) said the war was short. It had some problems, but they didn’t stop the country from making progress.",Khan found that the war had a short effect on technology.,Khan (2015) said that the economy quickly recovered after the war because people could travel more easily and new technologies helped the economy grow.,3,3,3
Research and Innovation,Literature,"The “navel of the dream” names the place beyond which analysis cannot go, an element that remains unknown and obscure even in the most thorough exploration. Interestingly, the point where the dream remains opaque to vision and interpretation appears not just anywhere, but in the center. What we cannot discover, Freud says here, is not one point among many but the point, the center itself, the navel that connects us to our deepest origins.","The “navel of the dream” names the place beyond which analysis cannot go, an element that remains unknown and obscure even in the most thorough exploration. Interestingly, the point where the dream remains opaque to vision and interpretation appears not just anywhere, but in the center.","What we cannot discover, Freud says here, is not one point among many but the point, the center itself, the navel that connects us to our deepest origins.",5,We don't know where we are from.,"Freud says that we can't find a single place, but a centre of our being.",We can't find just one piece of information. The most important thing is where it all starts.,2,3,3
Research and Innovation,Medical,"Based on reports demonstrating the effectiveness of test- enhanced learning used together with structured feedback, we sought to incorporate these methods in a learning activity intended primarily to increase student engagement with the course material in a student-centered, small group learning activity. Our belief was that the use of a teaching approach of demonstrated value would be viewed by the students as engaging and helpful, and would be characterized byincreased class attendance and interaction, thereby reversing recent trends of decreasing class participation. To that end we developed a series of small group learning/assessment (SGL/A) activities incorpo-rating retrieval practice with structured feedback that we included inour preclinical neuroanatomy course","Based on reports demonstrating the effectiveness of test- enhanced learning used together with structured feedback, we sought to incorporate these methods in a learning activity intended primarily to increase student engagement with the course material in a student-centered, small group learning activity. Our belief was that the use of a teaching approach of demonstrated value would be viewed by the students as engaging and helpful, and would be characterized byincreased class attendance and interaction, thereby reversing recent trends of decreasing class participation.",To that end we developed a series of small group learning/assessment (SGL/A) activities incorpo-rating retrieval practice with structured feedback that we included inour preclinical neuroanatomy course,5,We worked in groups for our brain course. This helped us learn and get better.,We did some exercises to help students learn about the brain.,We made some group activities for our neuroanatomy course. These activities have questions and answers that give students feedback.,3,2,3
Research and Innovation,Politics,"In their extensive reviews of the political communication literature, Bucy and D’Angelo (1999, 2004) identify three sustained criticisms of the press in politics, formulated as enduring critiques of media and democracy: the videomalaise hypothesis, media intrusion theory, and the social erosion thesis. Whether intentional or not, these critiques embrace a neoconservative perspective on public life where media are seen to have a corrosive role in political processes. In this view, more espoused by political scientists than communication scholars, journalistic values are at odds with political values, which results in a news agenda that misrepresents what is at stake. The news media thus distort political reality and fail their information role – a major proposition, along with media interventionism, that emerges from the broader crisis of political communication practice that has been incubating for some time.",,"In their extensive reviews of the political communication literature, Bucy and D’Angelo (1999, 2004) identify three sustained criticisms of the press in politics, formulated as enduring critiques of media and democracy: the videomalaise hypothesis, media intrusion theory, and the social erosion thesis.",5,Three things are wrong with the press and politics. People don’t like politics. The press should not talk about our private lives. The press can also make society worse.,"Three main problems with the media and democracy are the videomalaise hypothesis, media intrusion theory, and the social erosion thesis.","Bucy and D'Angelo looked at how the media affects politics. They discovered three main issues: the media can harm people, the media can invade people's privacy, and the media can cause problems for society.",3,4,4
Research and Innovation,Science and Engineering,"Given known constraints and environment structure, traditional motion planning methods can robustly find constraint-free paths connecting target start and goal configurations [1], even in long-horizon problems. While planning is reliable, it might be difficult to perform online planning in certain circumstances, such as in environments that are unknown, partially observed, or dynamically changing. When planning is difficult due to limited information, it may be of interest to have a strong reactive policy, capable of navigation and locomotion, which can be obtained through a method like",,"Given known constraints and environment structure, traditional motion planning methods can robustly find constraint-free paths connecting target start and goal configurations [1], even in long-horizon problems.",5,You can walk on a safe path.,Traditional methods help people find safe paths between two points.,Traditional methods can find safe paths between two points.,1,3,3
Finance,Finance,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,5,"In 2007, the company made a lot of money. By 2018, the company was making much less money.","In 2008, the company made a lot less money than in 2007. They made 41 million euros, compared to 133 million euros the previous year.","Last year, the company made 69.2% less profit than the previous year.",3,3,3
News Articles,Culture,"Janicza Bravo and Brett Gelman's ""Lemon"" explores white male mediocrity in a truly unsettling indie.","Janicza Bravo and Brett Gelman's ""Lemon"" explores white male mediocrity in a truly unsettling indie.","Janicza Bravo and Brett Gelman's ""Lemon"" explores white male mediocrity in a truly unsettling indie.",5,"Janicza Bravo and Brett Gelman made a movie called ""Lemon"".It is about a man who has many problems.","Janicza Bravo and Brett Gelman made a movie called ""Lemon"". It shows what ordinary white men do when things are not normal.","Janicza Bravo and Brett Gelman's film ""Lemon"" tells the story of a man who has trouble finding his way in life.",3,3,4
News Articles,Technology,"Every week the numerous blogs covering the machinations of the Apple empire float unconfirmed rumors, blatant speculation","Every week the numerous blogs covering the machinations of the Apple empire float unconfirmed rumors, blatant speculation","Every week the numerous blogs covering the machinations of the Apple empire float unconfirmed rumors, blatant speculation",5,We get a lot of news about Apple every week.,Some blogs talk about Apple's business and share unconfirmed news.,"Many blogs write about Apple every week, but they often tell false or made-up stories.",2,3,3
Wikipedia,Mathematics,"A stochastic partial differential equation (SPDE) is an equation that generalizes SDEs to include space-time noise processes, with applications in quantum field theory and statistical mechanics.",,"A stochastic partial differential equation (SPDE) is an equation that generalizes SDEs to include space-time noise processes, with applications in quantum field theory and statistical mechanics.",6,SPDE is a math problem. It deals with movement. It's used in physics and chemistry.,This equation uses chance in two ways: in time and in place.,An SPDE is a type of math equation that involves chance events in space and time. It is used in physics and chemistry.,3,3,4
